_ID,fecha,Nombre_Centro,Contador_Asistieron
13196,4/8/2013,Jefferson Community Center,47
13197,4/8/2013,Magee Community Center,41
13198,4/8/2013,Ormsby Community Center,32
13199,4/8/2013,West Penn Community Center,110
13200,4/6/2013,Warrington Community Center,13
13201,4/6/2013,Phillips Community Center,58
13202,4/6/2013,Brookline Community Center,207
13203,4/6/2013,Ormsby Community Center,7
13204,4/6/2013,West Penn Community Center,63
13205,4/5/2013,Phillips Community Center,17
13206,4/5/2013,Paulson Community Center,27
13207,4/5/2013,Warrington Community Center,25
13208,4/5/2013,Brookline Community Center,306
13209,4/5/2013,Arlington Community Center,25
13210,4/5/2013,Ammon Community Center,20
13211,4/5/2013,Ormsby Community Center,35
13212,4/5/2013,Magee Community Center,28
13213,4/5/2013,Jefferson Community Center,23
13214,4/5/2013,West Penn Community Center,22
13215,4/4/2013,Warrington Community Center,44
13216,4/4/2013,Paulson Community Center,35
13217,4/4/2013,Phillips Community Center,76
13218,4/4/2013,Ammon Community Center,58
13219,4/4/2013,Arlington Community Center,27
13220,4/4/2013,Brookline Community Center,276
13221,4/4/2013,Jefferson Community Center,26
13222,4/4/2013,Magee Community Center,19
13223,4/4/2013,Ormsby Community Center,37
13224,4/4/2013,West Penn Community Center,133
13225,4/3/2013,Phillips Community Center,31
13226,4/3/2013,Paulson Community Center,31
13227,4/3/2013,Warrington Community Center,43
13228,4/3/2013,Brookline Community Center,250
13229,4/3/2013,Arlington Community Center,37
13230,4/3/2013,Ammon Community Center,34
13231,4/3/2013,Ormsby Community Center,47
13232,4/3/2013,Magee Community Center,52
13233,4/3/2013,Jefferson Community Center,36
13234,4/3/2013,West Penn Community Center,60
13235,4/2/2013,Warrington Community Center,52
13236,4/2/2013,Paulson Community Center,34
13237,4/2/2013,Phillips Community Center,55
13238,4/2/2013,Ammon Community Center,43
13239,4/2/2013,Arlington Community Center,40
13240,4/2/2013,Brookline Community Center,203
13241,4/2/2013,Jefferson Community Center,29
13242,4/2/2013,Magee Community Center,33
13243,4/2/2013,Ormsby Community Center,41
13244,4/2/2013,West Penn Community Center,98
13245,4/1/2013,Phillips Community Center,31
13246,4/1/2013,Paulson Community Center,42
13247,4/1/2013,Warrington Community Center,55
13248,4/1/2013,Brookline Community Center,233
13249,4/1/2013,Arlington Community Center,41
13250,4/1/2013,Ammon Community Center,36
13251,4/1/2013,Ormsby Community Center,47
13252,4/1/2013,Magee Community Center,33
13253,4/1/2013,Jefferson Community Center,31
13254,4/1/2013,West Penn Community Center,90
13255,3/30/2013,Warrington Community Center,5
13256,3/30/2013,Phillips Community Center,36
13257,3/30/2013,Arlington Community Center,13
13258,3/30/2013,Brookline Community Center,207
13259,3/30/2013,Jefferson Community Center,5
13260,3/28/2013,Phillips Community Center,27
13261,3/28/2013,Warrington Community Center,20
13262,3/28/2013,Brookline Community Center,195
13263,3/28/2013,Arlington Community Center,34
13264,3/28/2013,Ammon Community Center,26
13265,3/28/2013,Jefferson Community Center,28
13266,3/28/2013,Magee Community Center,10
13267,3/28/2013,West Penn Community Center,100
13268,3/27/2013,Warrington Community Center,23
13269,3/27/2013,Phillips Community Center,87
13270,3/27/2013,Paulson Field,44
13271,3/27/2013,Ammon Community Center,50
13272,3/27/2013,Arlington Community Center,120
13273,3/27/2013,Brookline Community Center,249
13274,3/27/2013,Magee Community Center,30
13275,3/27/2013,Jefferson Community Center,26
13276,3/27/2013,Ormsby Community Center,46
13277,3/27/2013,West Penn Community Center,79
13278,3/26/2013,Phillips Community Center,38
13279,3/26/2013,Paulson Community Center,15
13280,3/26/2013,Warrington Community Center,32
13281,3/26/2013,Brookline Community Center,169
13282,3/26/2013,Arlington Community Center,34
13283,3/26/2013,Ammon Community Center,40
13284,3/26/2013,Ormsby Community Center,48
13285,3/26/2013,Jefferson Community Center,40
13286,3/26/2013,Magee Community Center,27
13287,3/26/2013,West Penn Community Center,77
13288,3/25/2013,Warrington Community Center,39
13289,3/25/2013,Paulson Community Center,38
13290,3/25/2013,Phillips Community Center,28
13291,3/25/2013,Ammon Community Center,42
13292,3/25/2013,Arlington Community Center,33
13293,3/25/2013,Brookline Community Center,278
13294,3/25/2013,Magee Community Center,27
13295,3/25/2013,Jefferson Community Center,24
13296,3/25/2013,Ormsby Community Center,36
13297,3/25/2013,West Penn Community Center,68
13298,3/24/2013,West Penn Community Center,8
13299,3/23/2013,Phillips Community Center,25
13300,3/23/2013,Paulson Community Center,3
13301,3/23/2013,Warrington Community Center,38
13302,3/23/2013,Brookline Community Center,124
13303,3/23/2013,Arlington Community Center,45
13304,3/23/2013,Ormsby Community Center,22
13305,3/23/2013,Jefferson Community Center,6
13306,3/23/2013,West Penn Community Center,8
13307,3/22/2013,Warrington Community Center,34
13308,3/22/2013,Paulson Community Center,52
13309,3/22/2013,Phillips Community Center,36
13310,3/22/2013,Arlington Community Center,18
13311,3/22/2013,Brookline Community Center,167
13312,3/22/2013,Ammon Community Center,22
13313,3/22/2013,Jefferson Community Center,15
13314,3/22/2013,Magee Community Center,25
13315,3/22/2013,Ormsby Community Center,73
13316,3/22/2013,West Penn Community Center,140
13317,3/21/2013,Phillips Community Center,50
13318,3/21/2013,Paulson Community Center,45
13319,3/21/2013,Warrington Community Center,31
13321,3/21/2013,Brookline Community Center,161
13322,3/21/2013,Arlington Community Center,36
13323,3/21/2013,Ormsby Community Center,39
13324,3/21/2013,Magee Community Center,19
13325,3/21/2013,Jefferson Community Center,36
13326,3/21/2013,West Penn Community Center,75
13327,3/20/2013,Warrington Community Center,50
13328,3/20/2013,Paulson Community Center,48
13329,3/20/2013,Phillips Community Center,45
13330,3/20/2013,Arlington Community Center,109
13331,3/20/2013,Brookline Community Center,260
13332,3/20/2013,Ammon Community Center,49
13333,3/20/2013,Jefferson Community Center,34
13334,3/20/2013,Magee Community Center,35
13335,3/20/2013,Ormsby Community Center,65
13336,3/20/2013,West Penn Community Center,135
13337,3/19/2013,Phillips Community Center,61
13338,3/19/2013,Paulson Community Center,30
13339,3/19/2013,Warrington Community Center,50
13340,3/19/2013,Ammon Community Center,42
13341,3/19/2013,Brookline Community Center,163
13342,3/19/2013,Arlington Community Center,75
13343,3/19/2013,Ormsby Community Center,35
13344,3/19/2013,Magee Community Center,55
13345,3/19/2013,Jefferson Community Center,40
13346,3/19/2013,West Penn Community Center,55
13347,3/18/2013,Warrington Community Center,75
13348,3/18/2013,Paulson Community Center,79
13349,3/18/2013,Phillips Community Center,38
13350,3/18/2013,Arlington Community Center,51
13351,3/18/2013,Brookline Community Center,240
13352,3/18/2013,Ammon Community Center,53
13353,3/18/2013,Jefferson Community Center,22
13354,3/18/2013,Magee Community Center,30
13355,3/18/2013,Ormsby Community Center,54
13356,3/18/2013,West Penn Community Center,68
13357,3/17/2013,Ormsby Community Center,7
13358,3/17/2013,West Penn Community Center,10
13359,3/16/2013,Phillips Community Center,73
13360,3/16/2013,Warrington Community Center,36
13361,3/16/2013,Brookline Community Center,95
13362,3/16/2013,Arlington Community Center,125
13363,3/16/2013,Ormsby Community Center,13
13364,3/16/2013,Jefferson Community Center,8
13365,3/16/2013,West Penn Community Center,26
13366,3/15/2013,Warrington Community Center,34
13367,3/15/2013,Phillips Community Center,152
13368,3/15/2013,Paulson Community Center,32
13369,3/15/2013,Arlington Community Center,35
13370,3/15/2013,Brookline Community Center,291
13371,3/15/2013,Ammon Community Center,19
13372,3/15/2013,Jefferson Community Center,47
13373,3/15/2013,Magee Community Center,20
13374,3/15/2013,Ormsby Community Center,38
13375,3/15/2013,West Penn Community Center,152
13376,3/14/2013,Paulson Community Center,53
13377,3/14/2013,Phillips Community Center,166
13378,3/14/2013,Warrington Community Center,58
13379,3/14/2013,Ammon Community Center,150
13380,3/14/2013,Brookline Community Center,191
13381,3/14/2013,Arlington Community Center,96
13382,3/14/2013,Ormsby Community Center,32
13383,3/14/2013,Magee Community Center,14
13384,3/14/2013,Jefferson Community Center,28
13385,3/14/2013,West Penn Community Center,55
13386,3/13/2013,Warrington Community Center,59
13387,3/13/2013,Phillips Community Center,31
13388,3/13/2013,Paulson Community Center,81
13389,3/13/2013,Arlington Community Center,87
13390,3/13/2013,Brookline Community Center,221
13391,3/13/2013,Ammon Community Center,33
13392,3/13/2013,Jefferson Community Center,25
13393,3/13/2013,Magee Community Center,29
13394,3/13/2013,Ormsby Community Center,51
13395,3/13/2013,West Penn Community Center,123
13396,3/12/2013,Paulson Community Center,52
13397,3/12/2013,Phillips Community Center,73
13398,3/12/2013,Warrington Community Center,41
13399,3/12/2013,Ammon Community Center,152
13400,3/12/2013,Brookline Community Center,149
13401,3/12/2013,Arlington Community Center,30
13402,3/12/2013,Ormsby Community Center,40
13403,3/12/2013,Magee Community Center,29
13404,3/12/2013,Jefferson Community Center,47
13405,3/12/2013,West Penn Community Center,80
13406,3/11/2013,Warrington Community Center,49
13407,3/11/2013,Phillips Community Center,121
13408,3/11/2013,Paulson Community Center,61
13409,3/11/2013,Arlington Community Center,47
13410,3/11/2013,Brookline Community Center,313
13411,3/11/2013,Ammon Community Center,58
13412,3/11/2013,Jefferson Community Center,31
13413,3/11/2013,Magee Community Center,33
13414,3/11/2013,Ormsby Community Center,54
13462,3/5/2013,Magee Community Center,33
13415,3/11/2013,West Penn Community Center,80
13416,3/10/2013,West Penn Community Center,10
13417,3/9/2013,Phillips Community Center,114
13418,3/9/2013,Warrington Community Center,46
13419,3/9/2013,Brookline Community Center,166
13420,3/9/2013,Arlington Community Center,49
13421,3/9/2013,Ormsby Community Center,25
13422,3/9/2013,Magee Community Center,49
13423,3/9/2013,Jefferson Community Center,15
13424,3/9/2013,West Penn Community Center,175
13425,3/8/2013,Warrington Community Center,46
13426,3/8/2013,Phillips Community Center,71
13427,3/8/2013,Paulson Community Center,57
13428,3/8/2013,Arlington Community Center,52
13429,3/8/2013,Brookline Community Center,155
13430,3/8/2013,Ammon Community Center,18
13431,3/8/2013,Jefferson Community Center,52
13432,3/8/2013,Magee Community Center,26
13433,3/8/2013,Ormsby Community Center,41
13434,3/8/2013,West Penn Community Center,157
13435,3/7/2013,Paulson Community Center,77
13436,3/7/2013,Phillips Community Center,154
13437,3/7/2013,Warrington Community Center,86
13438,3/7/2013,Ammon Community Center,29
13439,3/7/2013,Brookline Community Center,175
13440,3/7/2013,Arlington Community Center,85
13441,3/7/2013,Ormsby Community Center,21
13442,3/7/2013,Magee Community Center,25
13443,3/7/2013,Jefferson Community Center,39
13444,3/7/2013,West Penn Community Center,139
13445,3/6/2013,Warrington Community Center,103
13446,3/6/2013,Phillips Community Center,209
13447,3/6/2013,Paulson Community Center,52
13448,3/6/2013,Arlington Community Center,117
13449,3/6/2013,Brookline Community Center,197
13450,3/6/2013,Ammon Community Center,34
13451,3/6/2013,Jefferson Community Center,32
13452,3/6/2013,Magee Community Center,31
13453,3/6/2013,Ormsby Community Center,66
13454,3/6/2013,West Penn Community Center,113
13455,3/5/2013,Paulson Community Center,64
13456,3/5/2013,Phillips Community Center,58
13457,3/5/2013,Warrington Community Center,96
13458,3/5/2013,Ammon Community Center,127
13459,3/5/2013,Brookline Community Center,198
13460,3/5/2013,Arlington Community Center,41
13461,3/5/2013,Ormsby Community Center,49
13463,3/5/2013,Jefferson Community Center,38
13464,3/5/2013,West Penn Community Center,68
13465,3/4/2013,Warrington Community Center,59
13466,3/4/2013,Phillips Community Center,72
13467,3/4/2013,Paulson Field,78
13468,3/4/2013,Paulson Community Center,8
13469,3/4/2013,Ormsby Field (Playground),64
13470,3/4/2013,Arlington Community Center,38
13471,3/4/2013,Brookline Community Center,229
13472,3/4/2013,Ammon Community Center,43
13473,3/4/2013,Jefferson Community Center,36
13474,3/4/2013,Magee Community Center,25
13475,3/4/2013,West Penn Community Center,85
13476,3/3/2013,Brookline Community Center,92
13477,3/3/2013,West Penn Community Center,13
13478,3/2/2013,Ormsby Field (Playground),28
13479,3/2/2013,Phillips Community Center,177
13480,3/2/2013,Warrington Community Center,22
13481,3/2/2013,Brookline Community Center,212
13482,3/2/2013,Arlington Community Center,148
13483,3/2/2013,Magee Community Center,5
13484,3/2/2013,Jefferson Community Center,9
13485,3/2/2013,West Penn Community Center,20
13486,3/1/2013,Warrington Community Center,41
13487,3/1/2013,Phillips Community Center,146
13488,3/1/2013,Paulson Community Center,50
13489,3/1/2013,Arlington Community Center,42
13490,3/1/2013,Brookline Community Center,157
13491,3/1/2013,Ammon Community Center,29
13492,3/1/2013,Jefferson Community Center,45
13493,3/1/2013,Magee Community Center,28
13494,3/1/2013,Ormsby Community Center,66
13495,3/1/2013,West Penn Community Center,114
13496,2/28/2013,Paulson Community Center,59
13497,2/28/2013,Phillips Community Center,39
13498,2/28/2013,Warrington Community Center,79
13499,2/28/2013,Ammon Community Center,66
13500,2/28/2013,Brookline Community Center,153
13501,2/28/2013,Arlington Community Center,69
13502,2/28/2013,Ormsby Community Center,33
13503,2/28/2013,Magee Community Center,22
13504,2/28/2013,Jefferson Community Center,35
13505,2/28/2013,West Penn Community Center,127
13506,2/27/2013,Warrington Community Center,78
13507,2/27/2013,Phillips Community Center,60
13508,2/27/2013,Paulson Community Center,60
13509,2/27/2013,Arlington Community Center,62
13510,2/27/2013,Brookline Community Center,200
13511,2/27/2013,Ammon Community Center,39
13512,2/27/2013,Jefferson Community Center,44
13513,2/27/2013,Magee Community Center,21
13514,2/27/2013,Ormsby Community Center,51
13515,2/27/2013,West Penn Community Center,110
13516,2/26/2013,Paulson Community Center,80
13517,2/26/2013,Phillips Community Center,35
13518,2/26/2013,Warrington Community Center,82
13519,2/26/2013,Ammon Community Center,101
13520,2/26/2013,Brookline Community Center,163
13521,2/26/2013,Arlington Community Center,50
13522,2/26/2013,Ormsby Community Center,41
13523,2/26/2013,Magee Community Center,19
13524,2/26/2013,Jefferson Community Center,26
13525,2/26/2013,West Penn Community Center,82
13526,2/25/2013,Warrington Community Center,67
13527,2/25/2013,Phillips Community Center,143
13528,2/25/2013,Paulson Community Center,85
13529,2/25/2013,Arlington Community Center,24
13530,2/25/2013,Brookline Community Center,229
13531,2/25/2013,Ammon Community Center,50
13532,2/25/2013,Jefferson Community Center,27
13533,2/25/2013,Magee Community Center,17
13534,2/25/2013,Ormsby Community Center,101
13535,2/25/2013,West Penn Community Center,81
13536,2/24/2013,West Penn Community Center,63
13537,2/23/2013,Phillips Community Center,130
13538,2/23/2013,Warrington Community Center,35
13539,2/23/2013,Brookline Community Center,289
13540,2/23/2013,Arlington Community Center,27
13541,2/23/2013,West Penn Community Center,63
13542,2/22/2013,Warrington Community Center,48
13543,2/22/2013,Phillips Community Center,148
13544,2/22/2013,Paulson Community Center,35
13545,2/22/2013,Arlington Community Center,29
13546,2/22/2013,Brookline Community Center,98
13547,2/22/2013,Ammon Community Center,29
13548,2/22/2013,Ormsby Community Center,84
13549,2/22/2013,Magee Community Center,26
13550,2/22/2013,Jefferson Community Center,25
13551,2/22/2013,West Penn Community Center,154
13552,2/21/2013,Paulson Community Center,32
13553,2/21/2013,Phillips Community Center,127
13554,2/21/2013,Warrington Community Center,73
13555,2/21/2013,Ammon Community Center,239
13556,2/21/2013,Brookline Community Center,203
13557,2/21/2013,Arlington Community Center,44
13558,2/21/2013,Jefferson Community Center,33
13559,2/21/2013,Magee Community Center,39
13560,2/21/2013,Ormsby Community Center,46
13561,2/21/2013,West Penn Community Center,138
13562,2/20/2013,Warrington Community Center,80
13563,2/20/2013,Phillips Community Center,52
13564,2/20/2013,Paulson Community Center,54
13565,2/20/2013,Arlington Community Center,34
13566,2/20/2013,Brookline Community Center,219
13567,2/20/2013,Ammon Community Center,130
13568,2/20/2013,Ormsby Community Center,93
13569,2/20/2013,Magee Community Center,41
13570,2/20/2013,Jefferson Community Center,32
13571,2/20/2013,West Penn Community Center,103
13572,2/19/2013,Paulson Community Center,36
13573,2/19/2013,Phillips Community Center,41
13574,2/19/2013,Warrington Community Center,61
13575,2/19/2013,Ammon Community Center,37
13576,2/19/2013,Brookline Community Center,234
13577,2/19/2013,Arlington Community Center,73
13578,2/19/2013,Jefferson Community Center,34
13579,2/19/2013,Magee Community Center,31
13580,2/19/2013,Ormsby Community Center,43
13581,2/19/2013,West Penn Community Center,108
13582,2/18/2013,Warrington Community Center,62
13583,2/18/2013,Phillips Community Center,109
13584,2/18/2013,Paulson Community Center,59
13585,2/18/2013,Arlington Community Center,40
13586,2/18/2013,Brookline Community Center,266
13587,2/18/2013,Ammon Community Center,44
13588,2/18/2013,Ormsby Community Center,93
13589,2/18/2013,Magee Community Center,36
13590,2/18/2013,Jefferson Community Center,34
13591,2/18/2013,West Penn Community Center,59
13592,2/17/2013,West Penn Community Center,7
13593,2/16/2013,Phillips Community Center,58
13594,2/16/2013,Warrington Community Center,12
13595,2/16/2013,Brookline Community Center,314
13596,2/16/2013,Magee Community Center,6
13597,2/16/2013,Ormsby Community Center,14
13598,2/16/2013,West Penn Community Center,67
13599,2/15/2013,Warrington Community Center,26
13600,2/15/2013,Phillips Community Center,238
13601,2/15/2013,Paulson Community Center,33
13602,2/15/2013,Brookline Community Center,129
13603,2/15/2013,Arlington Community Center,33
13604,2/15/2013,Ammon Community Center,10
13605,2/15/2013,Ormsby Community Center,43
13606,2/15/2013,Magee Community Center,43
13607,2/15/2013,Jefferson Community Center,32
13608,2/15/2013,West Penn Community Center,85
13609,2/14/2013,Paulson Community Center,34
13610,2/14/2013,Phillips Community Center,35
13611,2/14/2013,Warrington Community Center,72
13612,2/14/2013,Ammon Community Center,207
13613,2/14/2013,Arlington Community Center,50
13614,2/14/2013,Brookline Community Center,195
13615,2/14/2013,Jefferson Community Center,25
13616,2/14/2013,Magee Community Center,28
13617,2/14/2013,Ormsby Community Center,37
13618,2/14/2013,West Penn Community Center,118
13619,2/13/2013,Warrington Community Center,80
13620,2/13/2013,Phillips Community Center,151
13621,2/13/2013,Paulson Community Center,45
13622,2/13/2013,Brookline Community Center,253
13623,2/13/2013,Arlington Community Center,44
13624,2/13/2013,Ammon Community Center,158
13625,2/13/2013,Ormsby Community Center,75
13626,2/13/2013,Magee Community Center,50
13627,2/13/2013,Jefferson Community Center,17
13628,2/13/2013,West Penn Community Center,76
13629,2/12/2013,Paulson Community Center,57
13630,2/12/2013,Phillips Community Center,19
13631,2/12/2013,Warrington Community Center,76
13632,2/12/2013,Ammon Community Center,163
13633,2/12/2013,Arlington Community Center,21
13634,2/12/2013,Brookline Community Center,280
13635,2/12/2013,Jefferson Community Center,25
13636,2/12/2013,Magee Community Center,40
13637,2/12/2013,Ormsby Community Center,47
13638,2/12/2013,West Penn Community Center,137
13639,2/11/2013,Warrington Community Center,60
13640,2/11/2013,Phillips Community Center,82
13641,2/11/2013,Paulson Community Center,68
13642,2/11/2013,Brookline Community Center,318
13643,2/11/2013,Arlington Community Center,35
13644,2/11/2013,Ammon Community Center,46
13645,2/11/2013,Ormsby Community Center,113
13646,2/11/2013,Magee Community Center,50
13647,2/11/2013,Jefferson Community Center,27
13648,2/11/2013,West Penn Community Center,120
13649,2/10/2013,Magee Community Center,41
13650,2/9/2013,Phillips Community Center,161
13651,2/9/2013,Warrington Community Center,34
13652,2/9/2013,Arlington Community Center,38
13653,2/9/2013,Brookline Community Center,347
13654,2/9/2013,Magee Community Center,16
13655,2/9/2013,Jefferson Community Center,5
13656,2/9/2013,Ormsby Community Center,34
13657,2/9/2013,West Penn Community Center,28
13658,2/8/2013,Warrington Community Center,36
13659,2/8/2013,Phillips Community Center,21
13660,2/8/2013,Paulson Community Center,18
13661,2/8/2013,Ormsby Field (Playground),52
13662,2/8/2013,Brookline Community Center,104
13663,2/8/2013,Arlington Community Center,19
13664,2/8/2013,Ammon Community Center,18
13665,2/8/2013,Jefferson Community Center,29
13666,2/8/2013,Magee Community Center,18
13667,2/8/2013,West Penn Community Center,87
13668,2/7/2013,Paulson Community Center,42
13669,2/7/2013,Phillips Community Center,26
13670,2/7/2013,Warrington Community Center,67
13671,2/7/2013,Ammon Community Center,218
13672,2/7/2013,Arlington Community Center,44
13673,2/7/2013,Brookline Community Center,221
13674,2/7/2013,Magee Community Center,36
13675,2/7/2013,Jefferson Community Center,22
13676,2/7/2013,Ormsby Community Center,50
13677,2/7/2013,West Penn Community Center,125
13678,2/6/2013,Warrington Community Center,46
13679,2/6/2013,Phillips Community Center,171
13680,2/6/2013,Paulson Community Center,36
13681,2/6/2013,Brookline Community Center,240
13682,2/6/2013,Arlington Community Center,32
13683,2/6/2013,Ammon Community Center,39
13684,2/6/2013,Ormsby Community Center,115
13685,2/6/2013,Jefferson Community Center,23
13686,2/6/2013,Magee Community Center,52
13687,2/6/2013,West Penn Community Center,78
13688,2/5/2013,Paulson Community Center,64
13689,2/5/2013,Phillips Community Center,20
13690,2/5/2013,Warrington Community Center,53
13691,2/5/2013,Ammon Community Center,255
13692,2/5/2013,Arlington Community Center,20
13693,2/5/2013,Brookline Community Center,249
13694,2/5/2013,Magee Community Center,37
13695,2/5/2013,Jefferson Community Center,27
13696,2/5/2013,Ormsby Community Center,55
13697,2/5/2013,West Penn Community Center,72
13698,2/4/2013,Warrington Community Center,49
13699,2/4/2013,Phillips Community Center,49
13700,2/4/2013,Paulson Community Center,40
13701,2/4/2013,Brookline Community Center,197
13702,2/4/2013,Arlington Community Center,9
13703,2/4/2013,Ammon Community Center,36
13704,2/4/2013,Ormsby Community Center,64
13705,2/4/2013,Jefferson Community Center,20
13706,2/4/2013,Magee Community Center,38
13707,2/4/2013,West Penn Community Center,92
13708,2/2/2013,Ormsby Field (Playground),31
13709,2/2/2013,Phillips Community Center,105
13710,2/2/2013,Warrington Community Center,34
13711,2/2/2013,Arlington Community Center,119
13712,2/2/2013,Brookline Community Center,300
13713,2/2/2013,Magee Community Center,108
13714,2/2/2013,Jefferson Community Center,7
13715,2/2/2013,West Penn Community Center,82
13716,2/1/2013,Warrington Community Center,25
13717,2/1/2013,Phillips Community Center,24
13718,2/1/2013,Paulson Community Center,24
13719,2/1/2013,Brookline Community Center,119
13720,2/1/2013,Arlington Community Center,14
13721,2/1/2013,Ammon Community Center,15
13722,2/1/2013,Jefferson Community Center,22
13723,2/1/2013,Magee Community Center,36
13724,2/1/2013,Ormsby Community Center,40
13725,2/1/2013,West Penn Community Center,68
13726,1/31/2013,Paulson Community Center,23
13727,1/31/2013,Phillips Community Center,36
13728,1/31/2013,Warrington Community Center,54
13729,1/31/2013,Ammon Community Center,174
13730,1/31/2013,Arlington Community Center,35
13731,1/31/2013,Brookline Community Center,258
13732,1/31/2013,Ormsby Community Center,59
13733,1/31/2013,Magee Community Center,94
13734,1/31/2013,Jefferson Community Center,37
13735,1/31/2013,West Penn Community Center,150
13736,1/30/2013,Warrington Community Center,69
13737,1/30/2013,Phillips Community Center,71
13738,1/30/2013,Paulson Community Center,41
13739,1/30/2013,Brookline Community Center,178
13740,1/30/2013,Arlington Community Center,40
13741,1/30/2013,Ammon Community Center,110
13742,1/30/2013,Jefferson Community Center,16
13743,1/30/2013,Magee Community Center,43
13744,1/30/2013,Ormsby Community Center,96
13745,1/30/2013,West Penn Community Center,65
13746,1/29/2013,Phillips Community Center,93
13747,1/29/2013,Warrington Community Center,39
13748,1/29/2013,Ammon Community Center,53
13749,1/29/2013,Arlington Community Center,24
13750,1/29/2013,Brookline Community Center,282
13751,1/29/2013,Ormsby Community Center,52
13752,1/29/2013,Magee Community Center,31
13753,1/29/2013,Jefferson Community Center,19
13754,1/29/2013,West Penn Community Center,129
13755,1/28/2013,Warrington Community Center,76
13756,1/28/2013,Phillips Community Center,104
13757,1/28/2013,Paulson Community Center,26
13758,1/28/2013,Brookline Community Center,252
13759,1/28/2013,Arlington Community Center,31
13760,1/28/2013,Ammon Community Center,46
13761,1/28/2013,Jefferson Community Center,26
13762,1/28/2013,Magee Community Center,35
13763,1/28/2013,Ormsby Community Center,102
13764,1/28/2013,West Penn Community Center,82
13765,1/26/2013,Phillips Community Center,78
13766,1/26/2013,Warrington Community Center,10
13767,1/26/2013,Arlington Community Center,12
13768,1/26/2013,Brookline Community Center,286
13769,1/26/2013,Magee Community Center,249
13770,1/26/2013,Jefferson Community Center,6
13771,1/26/2013,West Penn Community Center,10
13772,1/25/2013,Warrington Community Center,38
13773,1/25/2013,Phillips Community Center,57
13774,1/25/2013,Paulson Community Center,8
13775,1/25/2013,Brookline Community Center,51
13776,1/25/2013,Arlington Community Center,16
13777,1/25/2013,Ammon Community Center,16
13778,1/25/2013,Jefferson Community Center,31
13779,1/25/2013,Magee Community Center,23
13780,1/25/2013,Ormsby Community Center,33
13781,1/25/2013,West Penn Community Center,44
13782,1/24/2013,Paulson Community Center,62
13783,1/24/2013,Phillips Community Center,134
13784,1/24/2013,Warrington Community Center,46
13785,1/24/2013,Ammon Community Center,75
13786,1/24/2013,Arlington Community Center,30
13787,1/24/2013,Brookline Community Center,248
13788,1/24/2013,Ormsby Community Center,52
13789,1/24/2013,Magee Community Center,42
13790,1/24/2013,Jefferson Community Center,27
13791,1/24/2013,West Penn Community Center,169
13792,1/23/2013,Warrington Community Center,71
13793,1/23/2013,Phillips Community Center,35
13794,1/23/2013,Paulson Community Center,32
13795,1/23/2013,Ormsby Field (Playground),78
13796,1/23/2013,Brookline Community Center,227
13797,1/23/2013,Arlington Community Center,44
13798,1/23/2013,Ammon Community Center,34
13799,1/23/2013,Jefferson Community Center,32
13800,1/23/2013,Magee Community Center,47
13801,1/23/2013,West Penn Community Center,138
13802,1/22/2013,Paulson Community Center,59
13803,1/22/2013,Phillips Community Center,138
13804,1/22/2013,Warrington Community Center,64
13805,1/22/2013,Ammon Community Center,43
13806,1/22/2013,Arlington Community Center,19
13807,1/22/2013,Brookline Community Center,199
13808,1/22/2013,Magee Community Center,44
13809,1/22/2013,Jefferson Community Center,25
13810,1/22/2013,Ormsby Community Center,61
13811,1/22/2013,West Penn Community Center,150
13812,1/19/2013,Warrington Community Center,73
13813,1/19/2013,Phillips Community Center,97
13814,1/19/2013,Brookline Community Center,258
13815,1/19/2013,Arlington Community Center,105
13816,1/19/2013,Ormsby Community Center,33
13817,1/19/2013,Jefferson Community Center,6
13818,1/19/2013,Magee Community Center,176
13819,1/19/2013,West Penn Community Center,40
13820,1/18/2013,Phillips Community Center,203
13821,1/18/2013,Paulson Community Center,43
13822,1/18/2013,Warrington Community Center,31
13823,1/18/2013,Arlington Community Center,46
13824,1/18/2013,Brookline Community Center,156
13825,1/18/2013,Ammon Community Center,24
13826,1/18/2013,Magee Community Center,51
13827,1/18/2013,Jefferson Community Center,39
13828,1/18/2013,Ormsby Community Center,47
13829,1/18/2013,West Penn Community Center,41
13830,1/17/2013,Warrington Community Center,68
13831,1/17/2013,Paulson Community Center,59
13832,1/17/2013,Phillips Community Center,142
13833,1/17/2013,Ammon Community Center,305
13834,1/17/2013,Brookline Community Center,242
13835,1/17/2013,Arlington Community Center,54
13836,1/17/2013,Ormsby Community Center,131
13837,1/17/2013,Jefferson Community Center,32
13838,1/17/2013,Magee Community Center,45
13839,1/17/2013,West Penn Community Center,146
13840,1/16/2013,Phillips Community Center,31
13841,1/16/2013,Paulson Community Center,28
13842,1/16/2013,Warrington Community Center,65
13843,1/16/2013,Arlington Community Center,85
13844,1/16/2013,Brookline Community Center,272
13845,1/16/2013,Ammon Community Center,36
13846,1/16/2013,Magee Community Center,65
13847,1/16/2013,Jefferson Community Center,29
13848,1/16/2013,Ormsby Community Center,92
13849,1/16/2013,West Penn Community Center,90
13850,1/15/2013,Warrington Community Center,48
13851,1/15/2013,Paulson Community Center,35
13852,1/15/2013,Phillips Community Center,97
13853,1/15/2013,Ammon Community Center,132
13854,1/15/2013,Brookline Community Center,194
13855,1/15/2013,Arlington Community Center,23
13856,1/15/2013,Ormsby Community Center,176
13857,1/15/2013,Jefferson Community Center,30
